age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,marital1,education1,default1,housing1,loan1,contact1,month1,day_of_week1,poutcome1,y1,job1
31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,2,2,4,4,1,1,3
36,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,4,1,1,5
47,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,2,1,2,4,4,1,1,1
49,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,4,1,1,5
54,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,2,2,4,4,1,1,4
45,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,4,1,1,8
41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,4,1,1,1
41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,4,1,1,1
41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,1,4,4,1,1,1
49,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,4,1,1,4
41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,4,1,1,1
59,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,4,1,1,4
47,2,999,0,1.4,93.444,-36.1,4.964,5228.1,3,7,2,1,1,2,4,4,1,1,3
34,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,5
34,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,2,2,4,4,1,1,5
51,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,2,2,4,4,1,1,4
54,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,4
58,2,999,0,1.4,93.444,-36.1,4.964,5228.1,3,7,2,2,1,2,4,4,1,1,5
34,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,5
31,3,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,4,1,1,3
52,5,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,2,2,4,4,1,1,2
48,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,4,1,1,4
29,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,4,1,1,3
41,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,5
49,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,4,1,1,4
41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,7,2,1,1,2,4,4,1,1,3
36,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,1,1,2,4,4,1,1,8
30,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,4,1,1,3
44,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,3,2,1,1,2,4,4,1,1,4
45,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,3,2,2,1,2,4,4,1,1,4
40,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,3
46,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,1,1,2,4,4,1,1,5
30,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,4,1,1,5
44,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,3,2,1,1,2,4,4,1,1,4
30,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,1,2,2,4,4,1,1,3
57,3,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,2,2,4,4,1,1,5
59,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,4,1,1,5
53,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,1,1,2,4,4,1,1,3
44,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,2,1,2,4,4,1,1,5
48,8,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,1,1,2,4,4,1,1,5
49,2,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,1,1,2,4,4,1,1,5
31,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,3,3,1,4,4,1,1,5
51,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,1,1,2,4,4,1,1,4
51,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,2,2,4,4,1,1,4
47,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,2,2,4,4,1,1,4
59,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,4,1,1,6
31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,2,1,4,4,1,1,5
31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,2,2,4,4,1,1,5
47,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,6,2,2,1,2,4,4,1,1,4
47,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,6,2,1,2,2,4,4,1,1,4
38,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,4,1,1,3
53,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,2,2,4,4,1,1,11
48,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,4,1,1,4
38,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,1,1,2,4,1,1,1,5
46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,1,1,2,4,1,1,1,2
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,1,1,1,5
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,3
59,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,3
36,7,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,1,1,2,4,1,1,1,8
52,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,2,2,4,1,1,1,1
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,1,1,1,3
32,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,5
30,9,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,2,2,4,1,1,1,3
46,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,3,3,2,4,1,1,1,2
46,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,2,1,2,4,1,1,1,2
47,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,1,2,4,1,1,1,4
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,3
33,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,1,4,1,1,1,10
35,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,1,1,1,3
46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,2,1,2,4,1,1,1,4
36,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,1,1,1,8
32,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,1,1,1,5
39,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,1,1,1,2
34,12,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,2,2,4,1,1,1,3
50,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,1,1,1,2
38,2,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,2,1,2,4,1,1,1,5
46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,2,1,2,4,1,1,1,2
52,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,1,2,4,1,1,1,1
41,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,3
52,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,1,1,1,1
36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,2,1,2,4,1,1,1,3
50,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,1,1,1,4,1,1,1,2
35,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,1,4,1,1,1,3
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,3
36,2,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,2,1,2,4,1,1,1,3
36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,8
36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,8
59,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,1,1,1,5
37,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,2,2,4,1,1,1,3
42,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,5
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,5,2,2,2,2,4,1,1,1,5
54,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,1,1,1,4
34,3,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,2,2,4,1,1,1,3
34,3,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,1,1,1,3
37,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,1,1,1,3
30,1,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,1,2,4,1,1,1,5
36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,2,2,4,1,1,1,3
50,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,2,2,4,1,1,1,2
34,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,5
54,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,10
32,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,2,2,4,1,1,1,3
52,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,1,2,4,1,1,1,1
49,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,2,2,4,1,1,1,4
55,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,2,2,4,1,1,1,4
32,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,5
37,5,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,2,2,4,1,1,1,5
49,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,1,1,1,9
31,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,2,2,4,1,1,1,5
53,11,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,2,2,4,1,1,1,5
55,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,1,2,4,1,1,1,4
44,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,1,1,1,4
42,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,3
48,7,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,1,1,1,11
38,2,999,0,1.4,93.444,-36.1,4.963,5228.1,3,2,2,1,1,2,4,1,1,1,5
48,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,1,1,1,5
44,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,10
48,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,1,1,1,5
43,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,2,2,4,1,1,1,8
33,7,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,5
35,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,1,1,1,5
49,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,1,1,2,4,1,1,1,4
45,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,1,1,2,4,1,1,1,5
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,1,1,1,5
53,6,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,1,1,1,8
31,6,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,2,1,1,3
31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,1,2,4,2,1,1,3
31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,1,2,4,2,1,1,3
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,2,1,1,9
35,1,999,0,1.4,93.444,-36.1,4.963,5228.1,3,5,2,1,1,2,4,2,1,1,11
44,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,1,1,2,4,2,1,1,4
34,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
49,9,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,8
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,2,1,1,5
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
36,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
58,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,1,2,2,4,2,1,1,6
36,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,10
36,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
31,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,2,1,1,3
44,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,2,1,1,2
45,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,1,1,2,4,2,1,1,9
34,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,2,1,1,5
34,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,2,1,1,5
46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,2,1,2,4,2,1,1,4
47,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,2,2,4,2,1,1,1
55,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,2,1,1,5
47,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,2,1,1,4
36,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,3
46,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,2,1,2,4,2,1,1,4
46,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,1,2,2,4,2,1,1,4
48,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,1,2,4,2,1,1,5
40,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,3
59,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,2,1,1,3
45,4,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,2,1,1,5
50,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,2,1,1,5
52,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
58,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,5,2,2,1,2,4,2,1,1,5
34,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,2,1,1,5
45,14,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,2,1,1,2,4,1,1,1,1
44,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,6,2,3,3,2,4,2,1,1,9
58,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,6
48,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,2,2,4,2,1,1,5
48,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,2,2,4,2,1,1,5
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,2,4,2,1,1,4
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,1,1,2,4,2,1,1,4
40,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,10
47,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,2,2,4,2,1,1,7
49,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,2,2,4,2,1,1,9
45,7,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,2,1,1,4
33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,5
54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,10
36,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
35,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,2,1,1,5
50,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,2,1,1,5
42,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,2,1,1,5
33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,1,1,2,4,2,1,1,3
44,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,2,2,4,2,1,1,3
38,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,2,1,2,4,2,1,1,5
38,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,3
33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,2,1,1,3
34,3,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,2,2,4,2,1,1,3
29,5,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,2,1,2,4,2,1,1,3
30,5,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,1,2,4,2,1,1,5
55,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,2,2,4,2,1,1,6
60,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,1,2,4,2,1,1,6
46,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,2,1,2,4,2,1,1,4
41,3,999,0,1.4,93.444,-36.1,4.963,5228.1,2,5,2,1,2,2,4,2,1,1,5
31,3,999,0,1.4,93.444,-36.1,4.963,5228.1,2,2,2,2,1,2,4,2,1,1,3
29,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,7,2,1,2,2,4,2,1,1,5
56,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,2,1,1,4
41,5,999,0,1.4,93.444,-36.1,4.963,5228.1,2,5,2,2,1,2,4,2,1,1,5
52,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,4,2,2,1,1,4,2,1,1,4
45,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,3,2,2,1,2,4,2,1,1,4
60,8,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,2,2,4,2,1,1,6
40,2,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,2,1,2,4,2,1,1,3
32,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,1,2,4,2,1,1,5
40,11,999,0,1.4,93.444,-36.1,4.963,5228.1,3,7,2,2,1,2,4,2,1,1,3
58,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,7,2,2,2,2,4,2,1,1,3
38,5,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,2,2,4,3,1,1,3
38,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,2,2,4,3,1,1,5
31,5,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,3,1,1,3
38,9,999,0,1.4,93.444,-36.1,4.964,5228.1,3,2,2,1,1,2,4,3,1,1,5
55,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,2,2,4,3,1,1,6
29,3,999,0,1.4,93.444,-36.1,4.964,5228.1,2,2,2,2,1,2,4,3,1,1,5
33,3,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,3
58,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,3,1,1,4
48,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,3,1,1,4
58,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,1,1,2,4,3,1,1,2
32,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,5
42,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,3,1,1,3
42,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,3,1,1,3
49,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,7,2,1,1,2,4,3,1,1,3
30,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,5
45,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,2,1,2,4,3,1,1,10
36,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,2,1,2,4,3,1,1,5
36,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,2,1,2,4,3,1,1,5
45,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,1,1,2,4,3,1,1,10
54,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,3,1,1,8
59,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,3,1,1,6
29,2,999,0,1.4,93.444,-36.1,4.964,5228.1,2,2,2,2,1,2,4,3,1,1,5
57,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,3,1,1,4
57,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,3,1,1,4
42,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,1,1,2,4,3,1,1,5
50,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,3,1,1,4
31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,5
44,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,3,1,1,4
57,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,2,2,1,1,2,4,3,1,1,2
45,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,2,1,2,4,3,1,1,2
50,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,1,1,2,4,3,1,1,5
31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,3
48,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,2,1,2,4,3,1,1,5
39,1,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,2,1,2,4,3,1,1,3
32,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,3,1,1,5
42,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,1,1,2,4,3,1,1,5
39,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,5,2,2,1,2,4,3,1,1,5
31,2,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,1,1,2,4,3,1,1,5
40,1,999,0,1.4,93.444,-36.1,4.964,5228.1,3,7,2,2,1,2,4,3,1,1,3
34,10,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,3,1,1,11
31,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,3,1,1,5
56,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,3,1,1,6
45,6,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,2,1,2,4,3,1,1,4
56,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,1,2,4,3,1,1,6
31,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,3,1,1,5
45,3,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,3,3,2,4,3,1,1,5
46,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,2,2,4,3,1,1,2
52,3,999,0,1.4,93.444,-36.1,4.964,5228.1,2,7,2,3,3,2,4,3,1,1,3
55,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,6,2,2,1,2,4,3,1,1,2
44,2,999,0,1.4,93.444,-36.1,4.964,5228.1,3,5,2,1,1,2,4,3,1,1,5
46,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,4,2,2,1,2,4,3,1,1,2
30,9,999,0,1.4,93.444,-36.1,4.964,5228.1,2,5,2,2,1,2,4,3,1,1,5
56,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,2,1,2,2,4,3,1,1,6
55,6,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,1,1,2,4,3,1,1,3
31,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1,7,2,2,1,2,4,3,1,1,5
44,9,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,2,1,4,4,1,1,9
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,1,2,4,4,1,1,4
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,1,2,2,4,4,1,1,4
49,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,2,2,2,1,2,4,4,1,1,4
44,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,4,1,1,4
36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,2,2,2,2,2,2,4,4,1,1,5
44,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,2,1,2,4,4,1,1,4
44,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,1,2,2,4,4,1,1,4
42,7,999,0,1.4,93.444,-36.1,4.963,5228.1,3,2,2,2,1,2,4,4,1,1,5
52,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,5,2,1,1,2,4,4,1,1,5
